"Date","Open","High","Low","Close"
"Tue Jun 06 2017 00:00:00 GMT+0530 (India Standard Time)","9704.25","9709.30","9630.20","9637.15"
"Wed Jun 07 2017 00:00:00 GMT+0530 (India Standard Time)","9663.95","9678.55","9630.54","9663.90"
"Thu Jun 08 2017 00:00:00 GMT+0530 (India Standard Time)","9682.40","9688.70","9641.50","9647.25"
"Fri Jun 09 2017 00:00:00 GMT+0530 (India Standard Time)","9638.54","9676.25","9608.15","9668.25"
"Mon Jun 12 2017 00:00:00 GMT+0530 (India Standard Time)","9646.70","9647.05","9598.50","9616.40"
"Tue Jun 13 2017 00:00:00 GMT+0530 (India Standard Time)","9615.54","9654.15","9595.40","9606.90"
"Wed Jun 14 2017 00:00:00 GMT+0530 (India Standard Time)","9621.54","9627.40","9580.45","9618.15"
"Thu Jun 15 2017 00:00:00 GMT+0530 (India Standard Time)","9617.90","9621.40","9560.79","9578.05"
"Fri Jun 16 2017 00:00:00 GMT+0530 (India Standard Time)","9595.45","9615.85","9565.50","9588.05"
"Mon Jun 19 2017 00:00:00 GMT+0530 (India Standard Time)","9626.40","9673.30","9614.90","9657.55"
"Tue Jun 20 2017 00:00:00 GMT+0530 (India Standard Time)","9670.50","9676.50","9643.75","9653.50"
"Wed Jun 21 2017 00:00:00 GMT+0530 (India Standard Time)","9648.10","9650.45","9608.60","9633.60"
"Thu Jun 22 2017 00:00:00 GMT+0530 (India Standard Time)","9642.65","9698.85","9617.75","9630.00"
"Fri Jun 23 2017 00:00:00 GMT+0530 (India Standard Time)","9643.25","9647.65","9565.29","9574.95"
"Tue Jun 27 2017 00:00:00 GMT+0530 (India Standard Time)","9594.04","9615.40","9473.45","9511.40"
"Wed Jun 28 2017 00:00:00 GMT+0530 (India Standard Time)","9520.20","9522.50","9474.35","9491.25"
"Thu Jun 29 2017 00:00:00 GMT+0530 (India Standard Time)","9522.95","9575.80","9493.79","9504.10"
"Fri Jun 30 2017 00:00:00 GMT+0530 (India Standard Time)","9478.50","9535.80","9448.75","9520.90"
"Mon Jul 03 2017 00:00:00 GMT+0530 (India Standard Time)","9587.95","9624.00","9543.54","9615.00"
"Tue Jul 04 2017 00:00:00 GMT+0530 (India Standard Time)","9645.90","9650.65","9595.50","9613.30"
"Wed Jul 05 2017 00:00:00 GMT+0530 (India Standard Time)","9619.75","9643.65","9607.35","9637.60"
"Thu Jul 06 2017 00:00:00 GMT+0530 (India Standard Time)","9653.60","9700.70","9639.95","9674.55"
"Fri Jul 07 2017 00:00:00 GMT+0530 (India Standard Time)","9670.35","9684.25","9642.65","9665.80"
"Mon Jul 10 2017 00:00:00 GMT+0530 (India Standard Time)","9719.29","9782.15","9646.45","9771.05"
"Tue Jul 11 2017 00:00:00 GMT+0530 (India Standard Time)","9797.45","9830.05","9778.85","9786.05"
"Wed Jul 12 2017 00:00:00 GMT+0530 (India Standard Time)","9807.29","9824.95","9787.70","9816.10"
"Thu Jul 13 2017 00:00:00 GMT+0530 (India Standard Time)","9855.79","9897.25","9853.45","9891.70"
"Fri Jul 14 2017 00:00:00 GMT+0530 (India Standard Time)","9913.29","9913.30","9845.45","9886.35"
"Mon Jul 17 2017 00:00:00 GMT+0530 (India Standard Time)","9908.15","9928.20","9894.70","9915.95"
"Tue Jul 18 2017 00:00:00 GMT+0530 (India Standard Time)","9832.70","9885.35","9792.04","9827.15"
"Wed Jul 19 2017 00:00:00 GMT+0530 (India Standard Time)","9855.95","9905.05","9851.65","9899.60"
"Thu Jul 20 2017 00:00:00 GMT+0530 (India Standard Time)","9920.20","9922.55","9863.45","9873.30"
"Fri Jul 21 2017 00:00:00 GMT+0530 (India Standard Time)","9899.60","9924.70","9838.00","9915.25"
"Mon Jul 24 2017 00:00:00 GMT+0530 (India Standard Time)","9936.79","9982.05","9919.60","9966.40"
"Tue Jul 25 2017 00:00:00 GMT+0530 (India Standard Time)","10010.54","10011.30","9949.10","9964.55"
"Wed Jul 26 2017 00:00:00 GMT+0530 (India Standard Time)","9983.65","10025.95","9965.95","10020.65"
"Thu Jul 27 2017 00:00:00 GMT+0530 (India Standard Time)","10063.25","10114.85","10005.50","10020.55"
"Fri Jul 28 2017 00:00:00 GMT+0530 (India Standard Time)","9996.54","10026.05","9944.50","10014.50"
"Mon Jul 31 2017 00:00:00 GMT+0530 (India Standard Time)","10034.70","10085.90","10016.95","10077.10"
"Tue Aug 01 2017 00:00:00 GMT+0530 (India Standard Time)","10101.04","10128.60","10065.75","10114.65"
"Wed Aug 02 2017 00:00:00 GMT+0530 (India Standard Time)","10136.29","10137.85","10054.20","10081.50"
"Thu Aug 03 2017 00:00:00 GMT+0530 (India Standard Time)","10081.15","10081.15","9998.25","10013.65"
"Fri Aug 04 2017 00:00:00 GMT+0530 (India Standard Time)","10008.60","10075.25","9988.35","10066.40"
"Mon Aug 07 2017 00:00:00 GMT+0530 (India Standard Time)","10074.79","10088.10","10046.35","10057.40"
"Tue Aug 08 2017 00:00:00 GMT+0530 (India Standard Time)","10068.35","10083.80","9947.00","9978.55"
"Wed Aug 09 2017 00:00:00 GMT+0530 (India Standard Time)","9961.15","9969.80","9893.04","9908.05"
"Thu Aug 10 2017 00:00:00 GMT+0530 (India Standard Time)","9872.85","9892.65","9776.20","9820.25"
"Fri Aug 11 2017 00:00:00 GMT+0530 (India Standard Time)","9712.15","9771.65","9685.54","9710.80"
"Mon Aug 14 2017 00:00:00 GMT+0530 (India Standard Time)","9755.75","9818.30","9752.10","9794.15"
"Wed Aug 16 2017 00:00:00 GMT+0530 (India Standard Time)","9825.85","9903.95","9773.85","9897.30"
"Thu Aug 17 2017 00:00:00 GMT+0530 (India Standard Time)","9945.54","9947.80","9883.75","9904.15"
"Fri Aug 18 2017 00:00:00 GMT+0530 (India Standard Time)","9865.95","9865.95","9783.65","9837.40"
"Mon Aug 21 2017 00:00:00 GMT+0530 (India Standard Time)","9864.25","9884.35","9740.10","9754.35"
"Tue Aug 22 2017 00:00:00 GMT+0530 (India Standard Time)","9815.75","9828.45","9752.60","9765.55"
"Wed Aug 23 2017 00:00:00 GMT+0530 (India Standard Time)","9803.04","9857.90","9786.75","9852.50"
"Thu Aug 24 2017 00:00:00 GMT+0530 (India Standard Time)","9881.20","9881.50","9848.85","9857.05"
"Mon Aug 28 2017 00:00:00 GMT+0530 (India Standard Time)","9907.15","9925.75","9882.00","9912.80"
"Tue Aug 29 2017 00:00:00 GMT+0530 (India Standard Time)","9886.40","9887.35","9783.75","9796.05"
"Wed Aug 30 2017 00:00:00 GMT+0530 (India Standard Time)","9859.50","9909.45","9850.79","9884.40"
"Thu Aug 31 2017 00:00:00 GMT+0530 (India Standard Time)","9905.70","9925.10","9856.95","9917.90"
"Fri Sep 01 2017 00:00:00 GMT+0530 (India Standard Time)","9937.65","9983.45","9909.85","9974.40"
"Mon Sep 04 2017 00:00:00 GMT+0530 (India Standard Time)","9984.15","9988.40","9861.00","9912.85"
"Tue Sep 05 2017 00:00:00 GMT+0530 (India Standard Time)","9933.25","9963.10","9901.04","9952.20"
"Wed Sep 06 2017 00:00:00 GMT+0530 (India Standard Time)","9899.25","9931.55","9882.54","9916.20"
"Thu Sep 07 2017 00:00:00 GMT+0530 (India Standard Time)","9945.85","9964.85","9917.20","9929.90"
"Fri Sep 08 2017 00:00:00 GMT+0530 (India Standard Time)","9958.65","9963.60","9913.29","9934.80"
"Mon Sep 11 2017 00:00:00 GMT+0530 (India Standard Time)","9971.75","10028.65","9968.79","10006.05"
"Tue Sep 12 2017 00:00:00 GMT+0530 (India Standard Time)","10056.85","10097.55","10028.04","10093.05"
"Wed Sep 13 2017 00:00:00 GMT+0530 (India Standard Time)","10099.25","10131.95","10063.15","10079.30"
"Thu Sep 14 2017 00:00:00 GMT+0530 (India Standard Time)","10107.40","10126.50","10070.35","10086.60"
"Fri Sep 15 2017 00:00:00 GMT+0530 (India Standard Time)","10062.35","10115.15","10043.65","10085.40"
"Mon Sep 18 2017 00:00:00 GMT+0530 (India Standard Time)","10133.10","10171.70","10131.29","10153.10"
"Tue Sep 19 2017 00:00:00 GMT+0530 (India Standard Time)","10175.60","10178.95","10129.95","10147.55"
"Wed Sep 20 2017 00:00:00 GMT+0530 (India Standard Time)","10160.95","10171.05","10134.20","10141.15"
"Thu Sep 21 2017 00:00:00 GMT+0530 (India Standard Time)","10139.60","10158.90","10058.60","10121.90"
"Fri Sep 22 2017 00:00:00 GMT+0530 (India Standard Time)","10094.35","10095.05","9952.79","9964.40"
"Mon Sep 25 2017 00:00:00 GMT+0530 (India Standard Time)","9960.10","9960.50","9816.04","9872.60"
"Tue Sep 26 2017 00:00:00 GMT+0530 (India Standard Time)","9875.25","9891.35","9813.00","9871.50"
"Wed Sep 27 2017 00:00:00 GMT+0530 (India Standard Time)","9920.60","9921.05","9714.40","9735.75"
"Thu Sep 28 2017 00:00:00 GMT+0530 (India Standard Time)","9736.40","9789.20","9687.54","9768.95"
"Fri Sep 29 2017 00:00:00 GMT+0530 (India Standard Time)","9814.29","9854.00","9775.35","9788.60"
"Tue Oct 03 2017 00:00:00 GMT+0530 (India Standard Time)","9893.29","9895.40","9831.04","9859.50"
"Wed Oct 04 2017 00:00:00 GMT+0530 (India Standard Time)","9884.35","9938.30","9850.65","9914.90"
"Thu Oct 05 2017 00:00:00 GMT+0530 (India Standard Time)","9927.00","9945.95","9881.85","9888.70"
"Fri Oct 06 2017 00:00:00 GMT+0530 (India Standard Time)","9908.15","9989.35","9906.60","9979.70"
"Mon Oct 09 2017 00:00:00 GMT+0530 (India Standard Time)","9988.20","10015.75","9959.45","9988.75"
"Tue Oct 10 2017 00:00:00 GMT+0530 (India Standard Time)","10013.70","10034.00","10002.29","10016.95"
"Wed Oct 11 2017 00:00:00 GMT+0530 (India Standard Time)","10042.60","10067.25","9955.79","9984.80"
"Thu Oct 12 2017 00:00:00 GMT+0530 (India Standard Time)","10011.20","10104.45","9977.10","10096.40"
"Fri Oct 13 2017 00:00:00 GMT+0530 (India Standard Time)","10123.70","10191.90","10120.10","10167.45"
"Mon Oct 16 2017 00:00:00 GMT+0530 (India Standard Time)","10207.40","10242.95","10175.10","10230.85"
"Tue Oct 17 2017 00:00:00 GMT+0530 (India Standard Time)","10227.65","10251.85","10212.60","10234.45"
"Wed Oct 18 2017 00:00:00 GMT+0530 (India Standard Time)","10209.40","10236.45","10175.75","10210.85"
"Thu Oct 19 2017 00:00:00 GMT+0530 (India Standard Time)","10210.35","10211.95","10123.35","10146.55"
"Mon Oct 23 2017 00:00:00 GMT+0530 (India Standard Time)","10176.65","10224.15","10124.50","10184.85"
"Tue Oct 24 2017 00:00:00 GMT+0530 (India Standard Time)","10218.54","10237.75","10182.40","10207.70"
"Wed Oct 25 2017 00:00:00 GMT+0530 (India Standard Time)","10321.15","10340.55","10240.90","10295.35"
"Thu Oct 26 2017 00:00:00 GMT+0530 (India Standard Time)","10291.79","10355.65","10271.85","10343.80"
"Fri Oct 27 2017 00:00:00 GMT+0530 (India Standard Time)","10362.29","10366.15","10311.29","10323.05"
"Mon Oct 30 2017 00:00:00 GMT+0530 (India Standard Time)","10353.85","10384.50","10344.29","10363.65"
"Tue Oct 31 2017 00:00:00 GMT+0530 (India Standard Time)","10364.90","10367.70","10323.95","10335.30"
"Wed Nov 01 2017 00:00:00 GMT+0530 (India Standard Time)","10390.35","10451.65","10383.04","10440.50"
"Thu Nov 02 2017 00:00:00 GMT+0530 (India Standard Time)","10440.50","10453.00","10412.54","10423.80"
"Fri Nov 03 2017 00:00:00 GMT+0530 (India Standard Time)","10461.54","10461.70","10403.60","10452.50"
"Mon Nov 06 2017 00:00:00 GMT+0530 (India Standard Time)","10431.75","10490.45","10413.75","10451.80"
"Tue Nov 07 2017 00:00:00 GMT+0530 (India Standard Time)","10477.15","10485.75","10340.79","10350.15"
"Wed Nov 08 2017 00:00:00 GMT+0530 (India Standard Time)","10361.95","10384.25","10285.50","10303.15"
"Thu Nov 09 2017 00:00:00 GMT+0530 (India Standard Time)","10358.65","10368.45","10266.95","10308.95"
"Fri Nov 10 2017 00:00:00 GMT+0530 (India Standard Time)","10304.35","10344.95","10254.10","10321.75"
"Mon Nov 13 2017 00:00:00 GMT+0530 (India Standard Time)","10322.00","10334.15","10216.25","10224.95"
"Tue Nov 14 2017 00:00:00 GMT+0530 (India Standard Time)","10223.40","10248.00","10175.54","10186.60"
"Wed Nov 15 2017 00:00:00 GMT+0530 (India Standard Time)","10171.95","10175.45","10094.00","10118.05"
"Thu Nov 16 2017 00:00:00 GMT+0530 (India Standard Time)","10152.90","10232.25","10139.20","10214.75"
"Fri Nov 17 2017 00:00:00 GMT+0530 (India Standard Time)","10324.54","10343.60","10268.04","10283.60"
"Mon Nov 20 2017 00:00:00 GMT+0530 (India Standard Time)","10287.20","10309.85","10261.50","10298.75"
"Tue Nov 21 2017 00:00:00 GMT+0530 (India Standard Time)","10329.25","10358.70","10315.04","10326.90"
"Wed Nov 22 2017 00:00:00 GMT+0530 (India Standard Time)","10350.79","10368.70","10309.54","10342.30"
"Thu Nov 23 2017 00:00:00 GMT+0530 (India Standard Time)","10358.45","10374.30","10307.29","10348.75"
"Fri Nov 24 2017 00:00:00 GMT+0530 (India Standard Time)","10366.79","10404.50","10362.25","10389.70"
"Mon Nov 27 2017 00:00:00 GMT+0530 (India Standard Time)","10361.04","10407.15","10340.20","10399.55"
"Tue Nov 28 2017 00:00:00 GMT+0530 (India Standard Time)","10387.90","10409.55","10355.20","10370.25"
"Wed Nov 29 2017 00:00:00 GMT+0530 (India Standard Time)","10376.65","10392.95","10345.90","10361.30"
"Thu Nov 30 2017 00:00:00 GMT+0530 (India Standard Time)","10332.70","10332.70","10211.25","10226.55"
"Fri Dec 01 2017 00:00:00 GMT+0530 (India Standard Time)","10263.70","10272.70","10108.54","10121.80"
"Mon Dec 04 2017 00:00:00 GMT+0530 (India Standard Time)","10175.04","10179.20","10095.70","10127.75"
"Tue Dec 05 2017 00:00:00 GMT+0530 (India Standard Time)","10118.25","10147.95","10069.10","10118.25"
"Wed Dec 06 2017 00:00:00 GMT+0530 (India Standard Time)","10088.79","10104.20","10033.35","10044.10"
"Thu Dec 07 2017 00:00:00 GMT+0530 (India Standard Time)","10063.45","10182.65","10061.90","10166.70"
"Fri Dec 08 2017 00:00:00 GMT+0530 (India Standard Time)","10198.45","10270.85","10195.25","10265.65"
"Mon Dec 11 2017 00:00:00 GMT+0530 (India Standard Time)","10310.50","10329.20","10282.04","10322.25"
"Tue Dec 12 2017 00:00:00 GMT+0530 (India Standard Time)","10324.90","10326.10","10230.20","10240.15"
"Wed Dec 13 2017 00:00:00 GMT+0530 (India Standard Time)","10236.60","10296.55","10169.85","10192.95"
"Thu Dec 14 2017 00:00:00 GMT+0530 (India Standard Time)","10229.29","10276.10","10141.54","10252.10"
"Fri Dec 15 2017 00:00:00 GMT+0530 (India Standard Time)","10345.65","10373.10","10319.65","10333.25"
"Mon Dec 18 2017 00:00:00 GMT+0530 (India Standard Time)","10263.10","10443.55","10074.79","10388.75"
"Tue Dec 19 2017 00:00:00 GMT+0530 (India Standard Time)","10414.79","10472.20","10406.00","10463.20"
"Wed Dec 20 2017 00:00:00 GMT+0530 (India Standard Time)","10494.40","10494.45","10437.15","10444.20"
"Thu Dec 21 2017 00:00:00 GMT+0530 (India Standard Time)","10473.95","10473.95","10426.90","10440.30"
"Fri Dec 22 2017 00:00:00 GMT+0530 (India Standard Time)","10457.29","10501.10","10448.25","10493.00"
"Tue Dec 26 2017 00:00:00 GMT+0530 (India Standard Time)","10512.30","10545.45","10477.95","10531.50"
"Wed Dec 27 2017 00:00:00 GMT+0530 (India Standard Time)","10531.05","10552.40","10469.25","10490.75"
"Thu Dec 28 2017 00:00:00 GMT+0530 (India Standard Time)","10498.20","10534.55","10460.45","10477.90"
"Fri Dec 29 2017 00:00:00 GMT+0530 (India Standard Time)","10492.35","10538.70","10488.65","10530.70"
"Mon Jan 01 2018 00:00:00 GMT+0530 (India Standard Time)","10531.70","10537.85","10423.10","10435.55"
"Tue Jan 02 2018 00:00:00 GMT+0530 (India Standard Time)","10477.54","10495.20","10404.65","10442.20"
"Wed Jan 03 2018 00:00:00 GMT+0530 (India Standard Time)","10482.65","10503.60","10429.54","10443.20"
"Thu Jan 04 2018 00:00:00 GMT+0530 (India Standard Time)","10469.40","10513.00","10441.45","10504.80"
"Fri Jan 05 2018 00:00:00 GMT+0530 (India Standard Time)","10534.25","10566.10","10520.10","10558.85"
"Mon Jan 08 2018 00:00:00 GMT+0530 (India Standard Time)","10591.70","10631.20","10588.55","10623.60"
"Tue Jan 09 2018 00:00:00 GMT+0530 (India Standard Time)","10645.10","10659.15","10603.60","10637.00"
"Wed Jan 10 2018 00:00:00 GMT+0530 (India Standard Time)","10652.05","10655.50","10592.70","10632.20"
"Thu Jan 11 2018 00:00:00 GMT+0530 (India Standard Time)","10637.05","10664.60","10612.35","10651.20"
"Fri Jan 12 2018 00:00:00 GMT+0530 (India Standard Time)","10682.55","10690.40","10597.10","10681.25"
"Mon Jan 15 2018 00:00:00 GMT+0530 (India Standard Time)","10718.50","10782.65","10713.80","10741.55"
"Tue Jan 16 2018 00:00:00 GMT+0530 (India Standard Time)","10761.50","10762.35","10687.85","10700.45"
"Wed Jan 17 2018 00:00:00 GMT+0530 (India Standard Time)","10702.45","10803.00","10666.75","10788.55"
"Thu Jan 18 2018 00:00:00 GMT+0530 (India Standard Time)","10873.40","10887.50","10782.40","10817.00"
"Fri Jan 19 2018 00:00:00 GMT+0530 (India Standard Time)","10829.20","10906.85","10793.90","10894.70"
"Mon Jan 22 2018 00:00:00 GMT+0530 (India Standard Time)","10883.20","10975.10","10881.40","10966.20"
"Tue Jan 23 2018 00:00:00 GMT+0530 (India Standard Time)","10997.40","11092.90","10994.55","11083.70"
"Wed Jan 24 2018 00:00:00 GMT+0530 (India Standard Time)","11069.35","11110.10","11046.15","11086.00"
"Thu Jan 25 2018 00:00:00 GMT+0530 (India Standard Time)","11095.60","11095.60","11009.20","11069.65"
"Mon Jan 29 2018 00:00:00 GMT+0530 (India Standard Time)","11079.35","11171.55","11075.95","11130.40"
"Tue Jan 30 2018 00:00:00 GMT+0530 (India Standard Time)","11120.85","11121.10","11033.90","11049.65"
"Wed Jan 31 2018 00:00:00 GMT+0530 (India Standard Time)","11018.80","11058.50","10979.30","11027.70"
"Thu Feb 01 2018 00:00:00 GMT+0530 (India Standard Time)","11044.55","11117.35","10878.80","11016.90"
"Fri Feb 02 2018 00:00:00 GMT+0530 (India Standard Time)","10938.20","10954.95","10736.10","10760.60"
"Mon Feb 05 2018 00:00:00 GMT+0530 (India Standard Time)","10604.30","10702.75","10586.80","10666.55"
"Tue Feb 06 2018 00:00:00 GMT+0530 (India Standard Time)","10295.15","10594.15","10276.29","10498.25"
"Wed Feb 07 2018 00:00:00 GMT+0530 (India Standard Time)","10607.20","10614.00","10446.40","10476.70"
"Thu Feb 08 2018 00:00:00 GMT+0530 (India Standard Time)","10518.50","10637.80","10479.54","10576.85"
"Fri Feb 09 2018 00:00:00 GMT+0530 (India Standard Time)","10416.50","10480.20","10398.20","10454.95"
"Mon Feb 12 2018 00:00:00 GMT+0530 (India Standard Time)","10518.20","10555.50","10485.40","10539.75"
"Wed Feb 14 2018 00:00:00 GMT+0530 (India Standard Time)","10585.75","10590.55","10456.65","10500.90"
"Thu Feb 15 2018 00:00:00 GMT+0530 (India Standard Time)","10537.90","10618.10","10511.05","10545.50"
"Fri Feb 16 2018 00:00:00 GMT+0530 (India Standard Time)","10596.20","10612.90","10434.04","10452.30"
"Mon Feb 19 2018 00:00:00 GMT+0530 (India Standard Time)","10488.90","10489.35","10302.75","10378.40"
"Tue Feb 20 2018 00:00:00 GMT+0530 (India Standard Time)","10391.00","10429.35","10347.65","10360.40"
"Wed Feb 21 2018 00:00:00 GMT+0530 (India Standard Time)","10426.00","10426.10","10349.60","10397.45"
"Thu Feb 22 2018 00:00:00 GMT+0530 (India Standard Time)","10354.35","10397.55","10340.65","10382.70"
"Fri Feb 23 2018 00:00:00 GMT+0530 (India Standard Time)","10408.10","10499.10","10396.65","10491.05"
"Mon Feb 26 2018 00:00:00 GMT+0530 (India Standard Time)","10526.55","10592.95","10520.20","10582.60"
"Tue Feb 27 2018 00:00:00 GMT+0530 (India Standard Time)","10615.20","10631.65","10537.25","10554.30"
"Wed Feb 28 2018 00:00:00 GMT+0530 (India Standard Time)","10488.95","10535.50","10461.54","10492.85"
"Thu Mar 01 2018 00:00:00 GMT+0530 (India Standard Time)","10479.95","10525.50","10447.15","10458.35"
"Mon Mar 05 2018 00:00:00 GMT+0530 (India Standard Time)","10428.29","10428.70","10323.90","10358.85"
"Tue Mar 06 2018 00:00:00 GMT+0530 (India Standard Time)","10420.50","10441.35","10215.90","10249.25"
"Wed Mar 07 2018 00:00:00 GMT+0530 (India Standard Time)","10232.95","10243.35","10141.54","10154.20"
"Thu Mar 08 2018 00:00:00 GMT+0530 (India Standard Time)","10216.25","10270.35","10146.40","10242.65"
"Fri Mar 09 2018 00:00:00 GMT+0530 (India Standard Time)","10271.29","10296.70","10211.90","10226.85"
"Mon Mar 12 2018 00:00:00 GMT+0530 (India Standard Time)","10301.60","10433.65","10295.45","10421.40"
"Tue Mar 13 2018 00:00:00 GMT+0530 (India Standard Time)","10389.50","10478.60","10377.85","10426.85"
"Wed Mar 14 2018 00:00:00 GMT+0530 (India Standard Time)","10393.04","10420.35","10336.29","10410.90"
"Thu Mar 15 2018 00:00:00 GMT+0530 (India Standard Time)","10405.45","10420.00","10346.20","10360.15"
"Fri Mar 16 2018 00:00:00 GMT+0530 (India Standard Time)","10345.15","10346.30","10180.25","10195.15"
"Mon Mar 19 2018 00:00:00 GMT+0530 (India Standard Time)","10215.35","10224.55","10075.29","10094.25"
"Tue Mar 20 2018 00:00:00 GMT+0530 (India Standard Time)","10051.54","10155.65","10049.10","10124.35"
"Wed Mar 21 2018 00:00:00 GMT+0530 (India Standard Time)","10181.95","10227.30","10132.95","10155.25"
"Thu Mar 22 2018 00:00:00 GMT+0530 (India Standard Time)","10167.50","10207.85","10105.40","10114.75"
"Fri Mar 23 2018 00:00:00 GMT+0530 (India Standard Time)","9968.79","10027.70","9951.90","9998.05"
"Mon Mar 26 2018 00:00:00 GMT+0530 (India Standard Time)","9989.15","10143.50","9958.54","10130.65"
"Tue Mar 27 2018 00:00:00 GMT+0530 (India Standard Time)","10188.00","10207.90","10139.65","10184.15"
"Wed Mar 28 2018 00:00:00 GMT+0530 (India Standard Time)","10143.60","10158.35","10096.90","10113.70"
"Mon Apr 02 2018 00:00:00 GMT+0530 (India Standard Time)","10151.65","10220.10","10127.75","10211.80"
"Tue Apr 03 2018 00:00:00 GMT+0530 (India Standard Time)","10186.85","10255.35","10171.04","10245.00"
"Wed Apr 04 2018 00:00:00 GMT+0530 (India Standard Time)","10274.60","10279.85","10111.29","10128.40"
"Thu Apr 05 2018 00:00:00 GMT+0530 (India Standard Time)","10228.45","10331.80","10227.45","10325.15"
"Fri Apr 06 2018 00:00:00 GMT+0530 (India Standard Time)","10322.75","10350.45","10290.85","10331.60"
"Mon Apr 09 2018 00:00:00 GMT+0530 (India Standard Time)","10333.70","10397.70","10328.50","10379.35"
"Tue Apr 10 2018 00:00:00 GMT+0530 (India Standard Time)","10412.90","10424.85","10381.50","10402.25"
"Wed Apr 11 2018 00:00:00 GMT+0530 (India Standard Time)","10428.15","10428.15","10355.60","10417.15"
"Thu Apr 12 2018 00:00:00 GMT+0530 (India Standard Time)","10410.65","10469.90","10395.25","10458.65"
"Fri Apr 13 2018 00:00:00 GMT+0530 (India Standard Time)","10495.30","10519.90","10451.45","10480.60"
"Mon Apr 16 2018 00:00:00 GMT+0530 (India Standard Time)","10398.29","10540.15","10396.35","10528.35"
"Tue Apr 17 2018 00:00:00 GMT+0530 (India Standard Time)","10557.30","10560.45","10495.65","10548.70"
"Wed Apr 18 2018 00:00:00 GMT+0530 (India Standard Time)","10578.90","10594.20","10509.70","10526.20"
"Thu Apr 19 2018 00:00:00 GMT+0530 (India Standard Time)","10563.65","10572.20","10546.20","10565.30"
"Fri Apr 20 2018 00:00:00 GMT+0530 (India Standard Time)","10560.35","10582.35","10527.45","10564.05"
"Mon Apr 23 2018 00:00:00 GMT+0530 (India Standard Time)","10592.80","10638.35","10514.95","10584.70"
"Tue Apr 24 2018 00:00:00 GMT+0530 (India Standard Time)","10578.10","10636.80","10569.00","10614.35"
"Wed Apr 25 2018 00:00:00 GMT+0530 (India Standard Time)","10612.40","10612.60","10536.45","10570.55"
